Consumer Demographics,Dis Catg,Foot Traffic,Prod Catg,Prod ID,Prod Pos,Promotion,Promotion Status,Seasonal,Comptr's Price,Price,Price Diff,Sales per Price,Sales Vol
College students,Higher Price,High,Food,192619,Aisle,Yes,Promoted,No,$22.76,$26.75,$3.99,85.196261682,2279
Young adults,Higher Price,Low,Electronics,121605,Front of Store,No,Not Promoted,No,$11.21,$13.58,$2.37,84.315169367,1145
College students,Higher Price,High,Electronics,149245,End-cap,No,Not Promoted,No,$7.52,$10.60,$3.08,72.735849057,771
College students,Higher Price,High,Food,194369,Aisle,No,Not Promoted,Yes,$9.53,$9.81,$0.28,259.734964322,2548
Families,Higher Price,Low,Electronics,135894,End-cap,Yes,Promoted,Yes,$33.72,$36.90,$3.18,44.444444444,1640
Families,Higher Price,Medium,Electronics,127177,End-cap,Yes,Promoted,No,$30.67,$35.44,$4.77,15.942437923,565
Families,Higher Price,High,Electronics,144780,Front of Store,Yes,Promoted,No,$4.84,$7.65,$2.81,166.274509804,1272
Young adults,Higher Price,Low,Electronics,189870,End-cap,Yes,Promoted,Yes,$44.80,$49.31,$4.51,11.802879740,582
Families,Higher Price,Medium,Clothing,179236,End-cap,Yes,Promoted,Yes,$28.67,$33.41,$4.74,38.012571087,1270
Seniors,Higher Price,Low,Electronics,134887,End-cap,No,Not Promoted,Yes,$46.97,$47.79,$0.82,44.318895166,2118
College students,Higher Price,Low,Clothing,190184,End-cap,No,Not Promoted,Yes,$42.20,$44.54,$2.34,63.313875168,2820
College students,Higher Price,High,Food,115318,Front of Store,No,Not Promoted,Yes,$17.46,$21.79,$4.33,108.444240477,2363
Young adults,Higher Price,Medium,Clothing,161907,Front of Store,No,Not Promoted,Yes,$31.14,$34.69,$3.55,31.680599596,1099
College students,Higher Price,Low,Food,155997,End-cap,Yes,Promoted,No,$43.80,$46.84,$3.04,54.099060632,2534
Families,Higher Price,Medium,Clothing,166744,Aisle,No,Not Promoted,Yes,$8.91,$13.34,$4.43,173.088455772,2309
College students,Higher Price,High,Electronics,129858,Front of Store,Yes,Promoted,Yes,$45.16,$47.74,$2.58,42.270632593,2018
Seniors,Higher Price,High,Food,158908,Front of Store,Yes,Promoted,Yes,$41.13,$42.50,$1.37,49.411764706,2100
Young adults,Higher Price,High,Electronics,192048,End-cap,No,Not Promoted,No,$18.04,$20.39,$2.35,123.197645905,2512
College students,Higher Price,Low,Food,136294,End-cap,No,Not Promoted,Yes,$37.28,$38.87,$1.59,43.889889375,1706
Families,Higher Price,Low,Clothing,193043,Front of Store,No,Not Promoted,No,$45.02,$49.14,$4.12,55.820105820,2743
Seniors,Higher Price,Medium,Food,192787,End-cap,Yes,Promoted,No,$19.13,$19.84,$0.71,129.485887097,2569
College students,Higher Price,High,Food,119150,End-cap,No,Not Promoted,No,$17.49,$21.81,$4.32,71.343420449,1556
Families,Higher Price,Low,Electronics,115266,Front of Store,No,Not Promoted,No,$25.48,$27.90,$2.42,55.519713262,1549
Young adults,Higher Price,Medium,Electronics,121186,Front of Store,No,Not Promoted,No,$5.62,$6.77,$1.15,146.085672083,989
Families,Higher Price,High,Food,144385,Aisle,No,Not Promoted,No,$38.08,$39.44,$1.36,21.146044625,834
College students,Higher Price,Low,Food,161594,End-cap,Yes,Promoted,Yes,$45.71,$49.52,$3.81,42.568659128,2108
College students,Higher Price,Low,Clothing,114320,Aisle,Yes,Promoted,No,$1.77,$6.11,$4.34,91.325695581,558
Young adults,Higher Price,High,Electronics,167648,Aisle,No,Not Promoted,No,$39.39,$39.47,$0.08,75.753737015,2990
College students,Higher Price,Medium,Clothing,198500,Front of Store,Yes,Promoted,Yes,$26.11,$29.39,$3.28,53.793807417,1581
Families,Higher Price,Low,Electronics,120916,Front of Store,No,Not Promoted,No,$5.23,$8.01,$2.78,142.197253433,1139
Seniors,Higher Price,Medium,Clothing,180422,Aisle,Yes,Promoted,No,$19.43,$22.74,$3.31,61.917326297,1408
College students,Higher Price,Low,Clothing,136977,End-cap,Yes,Promoted,Yes,$17.87,$20.56,$2.69,33.317120623,685
Young adults,Higher Price,High,Electronics,145902,Aisle,Yes,Promoted,Yes,$9.17,$11.90,$2.73,194.453781513,2314
Seniors,Higher Price,High,Clothing,135734,Aisle,Yes,Promoted,No,$19.41,$20.45,$1.04,137.163814181,2805
Seniors,Higher Price,Low,Food,153230,End-cap,No,Not Promoted,Yes,$26.59,$29.28,$2.69,19.296448087,565
Seniors,Higher Price,Medium,Food,153722,Aisle,No,Not Promoted,Yes,$43.00,$47.67,$4.67,22.194252150,1058
Seniors,Higher Price,Low,Food,147361,End-cap,No,Not Promoted,Yes,$32.42,$32.84,$0.42,17.143727162,563
Families,Higher Price,High,Clothing,158227,Aisle,No,Not Promoted,No,$9.37,$11.54,$2.17,235.788561525,2721
College students,Higher Price,High,Electronics,197123,Front of Store,Yes,Promoted,No,$33.18,$37.09,$3.91,70.773793475,2625
Seniors,Higher Price,High,Food,140321,End-cap,No,Not Promoted,Yes,$36.13,$39.47,$3.34,17.405624525,687
Young adults,Higher Price,High,Food,177510,Front of Store,Yes,Promoted,No,$36.38,$37.07,$0.69,47.693552738,1768
Seniors,Higher Price,Medium,Electronics,135786,Aisle,Yes,Promoted,Yes,$25.74,$27.36,$1.62,109.173976608,2987
Seniors,Higher Price,Medium,Electronics,184980,End-cap,Yes,Promoted,No,$44.90,$47.39,$2.49,58.830976999,2788
Families,Higher Price,High,Food,152671,Aisle,Yes,Promoted,No,$46.00,$47.12,$1.12,29.286926995,1380
Families,Higher Price,High,Clothing,155722,End-cap,Yes,Promoted,Yes,$26.18,$29.53,$3.35,50.253979004,1484
Seniors,Higher Price,High,Clothing,171570,End-cap,Yes,Promoted,Yes,$11.02,$15.70,$4.68,86.178343949,1353
Young adults,Higher Price,Medium,Clothing,181417,Aisle,Yes,Promoted,No,$38.73,$40.19,$1.46,67.877581488,2728
College students,Higher Price,Medium,Electronics,157514,Front of Store,No,Not Promoted,Yes,$13.30,$17.49,$4.19,53.573470555,937
Families,Higher Price,Low,Electronics,170515,Front of Store,No,Not Promoted,Yes,$38.05,$38.45,$0.40,13.862158648,533
Young adults,Higher Price,High,Electronics,179736,Aisle,No,Not Promoted,No,$13.40,$17.03,$3.63,85.261303582,1452
Families,Higher Price,High,Electronics,137969,End-cap,No,Not Promoted,Yes,$34.28,$38.82,$4.54,51.184956208,1987
Young adults,Higher Price,High,Electronics,146503,Front of Store,Yes,Promoted,No,$26.37,$27.63,$1.26,87.224031849,2410
Seniors,Higher Price,High,Food,115333,Front of Store,No,Not Promoted,No,$13.55,$16.49,$2.94,58.338386901,962
Young adults,Higher Price,Low,Electronics,162808,End-cap,Yes,Promoted,No,$33.60,$36.43,$2.83,21.273675542,775
Young adults,Higher Price,Low,Clothing,114390,Front of Store,No,Not Promoted,No,$29.31,$33.00,$3.69,81.030303030,2674
College students,Higher Price,Low,Food,154882,Aisle,No,Not Promoted,Yes,$18.58,$20.81,$2.23,42.719846228,889
College students,Higher Price,Medium,Food,148460,Aisle,No,Not Promoted,Yes,$17.37,$20.89,$3.52,68.597415031,1433
Young adults,Higher Price,High,Electronics,188481,Front of Store,Yes,Promoted,No,$28.15,$29.43,$1.28,63.846415223,1879
Young adults,Higher Price,Medium,Clothing,197435,Aisle,No,Not Promoted,No,$6.97,$11.51,$4.54,197.219808862,2270
Young adults,Higher Price,Low,Clothing,157169,End-cap,No,Not Promoted,Yes,$22.64,$22.77,$0.13,36.934563022,841
Families,Higher Price,Low,Food,184945,Front of Store,Yes,Promoted,No,$43.76,$47.52,$3.76,25.673400673,1220
Young adults,Higher Price,Low,Food,140927,Aisle,No,Not Promoted,Yes,$44.71,$46.55,$1.84,37.486573577,1745
Families,Higher Price,Medium,Clothing,174621,Aisle,No,Not Promoted,Yes,$26.54,$26.66,$0.12,25.506376594,680
College students,Higher Price,Low,Food,137475,Front of Store,No,Not Promoted,Yes,$4.75,$9.68,$4.93,233.264462810,2258
Families,Higher Price,Medium,Electronics,184176,Aisle,Yes,Promoted,Yes,$5.79,$8.74,$2.95,260.640732265,2278
College students,Higher Price,Medium,Electronics,149169,End-cap,Yes,Promoted,No,$36.79,$37.42,$0.63,61.010154997,2283
College students,Higher Price,Low,Electronics,126549,Aisle,Yes,Promoted,Yes,$24.05,$28.38,$4.33,94.785059901,2690
Young adults,Higher Price,High,Electronics,138995,Front of Store,No,Not Promoted,No,$42.81,$43.32,$0.51,12.488457987,541
Seniors,Higher Price,Low,Electronics,110220,Front of Store,Yes,Promoted,Yes,$44.43,$48.11,$3.68,13.718561630,660
College students,Higher Price,High,Electronics,133770,Front of Store,Yes,Promoted,Yes,$18.07,$19.87,$1.80,99.547055863,1978
Families,Higher Price,Medium,Electronics,165819,Front of Store,Yes,Promoted,No,$2.82,$7.09,$4.27,254.019746121,1801
College students,Higher Price,Medium,Food,191957,Front of Store,Yes,Promoted,Yes,$19.86,$24.07,$4.21,49.813045285,1199
Young adults,Higher Price,Low,Clothing,178701,End-cap,No,Not Promoted,Yes,$15.24,$20.04,$4.80,145.758483034,2921
Families,Higher Price,High,Food,181111,Front of Store,No,Not Promoted,No,$43.68,$46.12,$2.44,13.725065048,633
Young adults,Higher Price,Medium,Clothing,183252,Aisle,Yes,Promoted,No,$19.35,$23.24,$3.89,34.079173838,792
Young adults,Higher Price,High,Food,182755,End-cap,No,Not Promoted,No,$8.68,$9.14,$0.46,150.984682713,1380
Families,Higher Price,Medium,Clothing,143247,Aisle,No,Not Promoted,Yes,$33.28,$35.40,$2.12,80.367231638,2845
Seniors,Higher Price,High,Clothing,118346,Front of Store,No,Not Promoted,Yes,$46.58,$49.68,$3.10,53.462157810,2656
Families,Higher Price,Low,Clothing,182563,Aisle,No,Not Promoted,Yes,$13.00,$13.10,$0.10,168.778625954,2211
Young adults,Higher Price,Low,Food,120300,End-cap,Yes,Promoted,Yes,$15.84,$16.18,$0.34,166.749072930,2698
Young adults,Higher Price,Low,Clothing,184596,Aisle,Yes,Promoted,No,$37.17,$41.83,$4.66,65.622758786,2745
College students,Higher Price,Low,Food,165690,End-cap,No,Not Promoted,Yes,$18.71,$20.40,$1.69,101.421568627,2069
Seniors,Higher Price,Medium,Food,148366,End-cap,No,Not Promoted,No,$17.77,$19.63,$1.86,47.631176770,935
Families,Higher Price,Medium,Clothing,154931,Aisle,Yes,Promoted,Yes,$28.47,$31.27,$2.80,48.417013112,1514
Seniors,Higher Price,High,Electronics,129915,Front of Store,No,Not Promoted,Yes,$12.58,$14.36,$1.78,160.306406685,2302
Families,Higher Price,Low,Clothing,129854,End-cap,No,Not Promoted,Yes,$12.36,$13.36,$1.00,139.520958084,1864
Seniors,Higher Price,Medium,Food,196418,Aisle,Yes,Promoted,Yes,$35.48,$39.11,$3.63,37.228330350,1456
Seniors,Higher Price,Low,Food,147140,Aisle,No,Not Promoted,Yes,$11.72,$12.72,$1.00,174.842767296,2224
Young adults,Higher Price,Low,Electronics,176622,End-cap,No,Not Promoted,No,$14.24,$14.70,$0.46,147.482993197,2168
College students,Higher Price,High,Clothing,180566,Aisle,Yes,Promoted,Yes,$32.90,$33.32,$0.42,56.932773109,1897
Young adults,Higher Price,High,Food,124273,End-cap,Yes,Promoted,Yes,$44.48,$44.99,$0.51,52.078239609,2343
Seniors,Higher Price,Medium,Electronics,159902,Aisle,No,Not Promoted,No,$31.60,$34.75,$3.15,54.359712230,1889
Seniors,Higher Price,Low,Electronics,163182,Aisle,No,Not Promoted,No,$41.66,$43.05,$1.39,32.288037166,1390
Young adults,Higher Price,High,Clothing,121303,Front of Store,Yes,Promoted,Yes,$23.42,$24.35,$0.93,46.406570842,1130
Families,Higher Price,Medium,Electronics,162658,End-cap,No,Not Promoted,Yes,$8.61,$11.56,$2.95,98.010380623,1133
College students,Higher Price,Medium,Food,146858,Front of Store,No,Not Promoted,Yes,$46.78,$47.72,$0.94,11.839899413,565
Seniors,Higher Price,High,Electronics,174565,Aisle,Yes,Promoted,No,$18.71,$21.30,$2.59,41.784037559,890
Seniors,Higher Price,Medium,Electronics,160629,Aisle,No,Not Promoted,Yes,$19.13,$22.82,$3.69,111.218229623,2538
Young adults,Higher Price,Medium,Electronics,150654,End-cap,Yes,Promoted,No,$5.25,$6.38,$1.13,452.037617555,2884
